Entity,Code,Year,Coal production,Oil production,Gas production
Romania,ROU,1995,91.73254,80.84013,168.00299
Romania,ROU,1996,93.78893,79.68877,160.07549
Romania,ROU,1997,76.79176,78.5025,138.4895
Romania,ROU,1998,59.900337,76.21139,129.669
Romania,ROU,1999,54.039806,74.187775,130.16699
Romania,ROU,2000,65.168144,73.11781,127.55925
Romania,ROU,2001,66.29801,72.547935,125.374
Romania,ROU,2002,70.93041,70.61736,123.266
Romania,ROU,2003,76.06231,68.5007,121.283745
Romania,ROU,2004,73.2599,66.34915,120.68975
Romania,ROU,2005,67.39144,63.232307,112.826256
Romania,ROU,2006,75.35898,58.103477,111.164
Romania,ROU,2007,79.76265,55.18435,107.37675
Romania,ROU,2008,80.982445,54.88197,104.5835
Romania,ROU,2009,76.35425,52.31174,103.954
Romania,ROU,2010,68.657745,49.85781,100.2345
Romania,ROU,2011,77.48019,49.10186,100.795
Romania,ROU,2012,73.80552,46.31066,100.979744
Romania,ROU,2013,54.156677,48.04353,100.019005
Romania,ROU,2014,51.74309,47.12476,101.943
Romania,ROU,2015,54.80007,46.554886,102.17226
Romania,ROU,2016,49.258118,44.217262,90.52775
Romania,ROU,2017,51.965424,42.26342,100.11401
Romania,ROU,2018,46.72725,41.60051,99.5765
Romania,ROU,2019,45.68163,41.484207,96.22586
Romania,ROU,2020,30.147472,40.20491,85.96322
Romania,ROU,2021,34.978878,38.63486,86.356865
Romania,ROU,2022,32.287346,36.413532,87.505684
Romania,ROU,2023,26.130772,34.72718,88.99473
Romania,ROU,2024,22.511621,33.343212,89.70379
Romania,ROU,2025,21.887976,30.94743,89.07403
Russia,RUS,1985,2160.92,6307.019,4248.812
Russia,RUS,1986,2234.9768,6526.547,4625.6714
Russia,RUS,1987,2253.092,6623.0645,5005.4727
Russia,RUS,1988,2325.4946,6614.9,5423.898
Russia,RUS,1989,2236.98,6422.3887,5662.9985
Russia,RUS,1990,2158.0762,5999.812,5995.9
Russia,RUS,1991,1984.5846,5372.4087,5913.1343
Russia,RUS,1992,1903.0659,4638.16,5922.33
Russia,RUS,1993,1716.3167,4127.1963,5685.9893
Russia,RUS,1994,1527.4819,3693.4321,5584.831
Russia,RUS,1995,1450.4194,3614.0107,5411.9434
Russia,RUS,1996,1405.1366,3522.4128,5523.217
Russia,RUS,1997,1348.9637,3575.2947,5235.377
Russia,RUS,1998,1265.9254,3539.474,5412.8633
Russia,RUS,1999,1370.1302,3544.452,5444.13
Russia,RUS,2000,1413.2777,3798.9468,5370.56
Russia,RUS,2001,1493.8734,4090.0337,5347.5703
Russia,RUS,2002,1425.489,4462.377,5475.3965
Russia,RUS,2003,1541.0913,4951.0513,5706.2207
Russia,RUS,2004,1594.8219,5388.073,5825.7705
Russia,RUS,2005,1576.9117,5522.1504,5894.742
Russia,RUS,2006,1639.5974,5655.1367,6047.812
Russia,RUS,2007,1668.905,5783.959,6016.1313
Russia,RUS,2008,1732.4048,5748.1763,6114.5303
Russia,RUS,2009,1648.5525,5830.85,5361.8975
Russia,RUS,2010,1755.281,5958.2305,5983.8677
Russia,RUS,2011,1832.5391,6041.363,6168.277
Russia,RUS,2012,1957.0964,6125.9355,6018.55
Russia,RUS,2013,2013.2693,6189.7603,6144.9624
Russia,RUS,2014,2053.9744,6250.2017,5911.552
Russia,RUS,2015,2167.134,6333.144,5844.3955
Russia,RUS,2016,2255.871,6495.1113,5892.7534
Russia,RUS,2017,2393.4539,6495.898,6355.609
Russia,RUS,2018,2562.7866,6604.5015,6691.0586
Russia,RUS,2019,2563.6008,6668.512,6790.2686
Russia,RUS,2020,2336.467,6098.4463,6384.4663
Russia,RUS,2021,2564.4148,6266.0537,7021.1685
Russia,RUS,2022,2593.0132,6379.2515,6183.682
Russia,RUS,2023,2554.2742,6299.022,5863.822
Russia,RUS,2024,2533.1672,6124.206,6298.6387
Russia,RUS,2025,2545.0132,6085.4487,6093.8584
Saudi Arabia,SAU,1965,,1291.2112,
Saudi Arabia,SAU,1966,,1523.1675,
Saudi Arabia,SAU,1967,,1643.169,
Saudi Arabia,SAU,1968,,1793.6106,
Saudi Arabia,SAU,1969,,1892.793,
Saudi Arabia,SAU,1970,,2234.9546,15.361501
Saudi Arabia,SAU,1971,,2800.4424,12.8155
Saudi Arabia,SAU,1972,,3538.2239,14.525499
Saudi Arabia,SAU,1973,,4466.09,17.1
Saudi Arabia,SAU,1974,,4996.796,21.641
Saudi Arabia,SAU,1975,,4179.089,25.744999
Saudi Arabia,SAU,1976,,5085.341,27.792252
Saudi Arabia,SAU,1977,,5447.446,39.1115
Saudi Arabia,SAU,1978,,4936.231,53.9315
Saudi Arabia,SAU,1979,,5675.5664,66.215
Saudi Arabia,SAU,1980,,5929.0127,92.378
Saudi Arabia,SAU,1981,,5888.819,107.711
Saudi Arabia,SAU,1982,,3956.3425,114.1615
Saudi Arabia,SAU,1983,,2794.4504,111.47301
Saudi Arabia,SAU,1984,,2547.3987,172.9
Saudi Arabia,SAU,1985,,2001.202,178.6
Saudi Arabia,SAU,1986,,2937.7393,239.40001
Saudi Arabia,SAU,1987,,2484.2625,254.59999
Saudi Arabia,SAU,1988,,3178.5789,276.45
Saudi Arabia,SAU,1989,,3153.7424,283.1
Saudi Arabia,SAU,1990,,3984.946,318.44
Saudi Arabia,SAU,1991,,4981.6616,334.115
Saudi Arabia,SAU,1992,,5141.365,363.375
Saudi Arabia,SAU,1993,,4992.883,380.37997
Saudi Arabia,SAU,1994,,5026.3213,406.315
Saudi Arabia,SAU,1995,,5015.5874,407.83502
Saudi Arabia,SAU,1996,,5087.378,421.895
Saudi Arabia,SAU,1997,,5024.416,430.72998
Saudi Arabia,SAU,1998,,5178.7773,444.78998
Saudi Arabia,SAU,1999,,4751.1567,438.9
Saudi Arabia,SAU,2000,,5099.946,473.195
Saudi Arabia,SAU,2001,,4974.1143,510.055
Saudi Arabia,SAU,2002,,4536.3174,538.64996
Saudi Arabia,SAU,2003,,5355.6123,570.57
Saudi Arabia,SAU,2004,,5731.1167,623.96
Saudi Arabia,SAU,2005,,6008.3857,676.78
Saudi Arabia,SAU,2006,,5918.9785,697.8795
Saudi Arabia,SAU,2007,,5686.37,706.99005
Saudi Arabia,SAU,2008,,5930.9995,764.18005
Saudi Arabia,SAU,2009,,5338.2544,745.275
Saudi Arabia,SAU,2010,,5388.1865,832.77
Saudi Arabia,SAU,2011,,6079.007,876.47003
Saudi Arabia,SAU,2012,,6387.4927,943.63495
Saudi Arabia,SAU,2013,,6261.744,950.285
Saudi Arabia,SAU,2014,,6324.668,972.61
Saudi Arabia,SAU,2015,,6606.2373,992.275
Saudi Arabia,SAU,2016,,6823.463,1053.17
Saudi Arabia,SAU,2017,,6504.885,1092.5021
Saudi Arabia,SAU,2018,,6708.389,1121
Saudi Arabia,SAU,2019,,6472.84,1111.5
Saudi Arabia,SAU,2020,,6042.749,1130.5
Saudi Arabia,SAU,2021,,5989.718,1144.6068
Saudi Arabia,SAU,2022,,6665.569,1167.4989
Saudi Arabia,SAU,2023,,6151.1606,1173.547
Saudi Arabia,SAU,2024,,5933.1997,1235.683
Saudi Arabia,SAU,2025,,6231.614,1337.5457
Serbia,SRB,2007,83.64535,,
Serbia,SRB,2008,87.06596,,
Serbia,SRB,2009,86.256645,,
Serbia,SRB,2010,84.29399,,
Serbia,SRB,2011,90.89232,,
Serbia,SRB,2012,85.149,,
Serbia,SRB,2013,89.81016,,
Serbia,SRB,2014,66.563515,,
Serbia,SRB,2015,84.216576,,
Serbia,SRB,2016,84.43374,,
Serbia,SRB,2017,83.92423,,
Serbia,SRB,2018,76.86666,,
Serbia,SRB,2019,79.38111,,
Serbia,SRB,2020,83.79819,,
Serbia,SRB,2021,73.064964,,
Serbia,SRB,2022,69.53443,,
Serbia,SRB,2023,64.00724,,
Serbia,SRB,2024,63.06893,,
Serbia,SRB,2025,67.20684,,
South Africa,ZAF,1981,870.6344,,
South Africa,ZAF,1982,963.16156,,
South Africa,ZAF,1983,973.3918,,
South Africa,ZAF,1984,1089.9883,,
South Africa,ZAF,1985,1160.1698,,
South Africa,ZAF,1986,1183.2096,,
South Africa,ZAF,1987,1179.402,,
South Africa,ZAF,1988,1211.7451,,
South Africa,ZAF,1989,1175.5482,,
South Africa,ZAF,1990,1164.732,,
South Africa,ZAF,1991,1188.1667,,
South Africa,ZAF,1992,1216.5251,,
South Africa,ZAF,1993,1243.5122,,
South Africa,ZAF,1994,1292.4174,,
South Africa,ZAF,1995,1359.76,,
South Africa,ZAF,1996,1360.0792,,
South Africa,ZAF,1997,1450.1921,,
South Africa,ZAF,1998,1466.1997,,
South Africa,ZAF,1999,1468.5209,,
South Africa,ZAF,2000,1472.752,,
South Africa,ZAF,2001,1368.821,,
South Africa,ZAF,2002,1354.2211,,
South Africa,ZAF,2003,1461.9263,,
South Africa,ZAF,2004,1495.7764,,
South Africa,ZAF,2005,1609.4043,,
South Africa,ZAF,2006,1608.27,,
South Africa,ZAF,2007,1628.4193,,
South Africa,ZAF,2008,1661.129,,
South Africa,ZAF,2009,1643.0103,,
South Africa,ZAF,2010,1693.5975,,
South Africa,ZAF,2011,1651.8295,,
South Africa,ZAF,2012,1707.4292,,
South Africa,ZAF,2013,1691.0563,,
South Africa,ZAF,2014,1722.3047,,
South Africa,ZAF,2015,1656.1167,,
South Africa,ZAF,2016,1676.6671,,
South Africa,ZAF,2017,1658.5912,,
South Africa,ZAF,2018,1692.7675,,
South Africa,ZAF,2019,1698.8806,,
South Africa,ZAF,2020,1614.0898,,
South Africa,ZAF,2021,1539.1503,,
South Africa,ZAF,2022,1514.5681,,
South Africa,ZAF,2023,1539.0735,,
South Africa,ZAF,2024,1555.2814,,
South Africa,ZAF,2025,1552.2076,,
South America,OWID_SAM,1965,,2553.3594,
South America,OWID_SAM,1966,,2515.096,
South America,OWID_SAM,1967,,2667.0103,
South America,OWID_SAM,1968,,2732.7664,
South America,OWID_SAM,1969,,2758.235,
South America,OWID_SAM,1970,,2845.4517,169.18536
South America,OWID_SAM,1971,,2783.863,173.37167
South America,OWID_SAM,1972,,2641.843,183.34215
South America,OWID_SAM,1973,,2802.2776,212.78174
South America,OWID_SAM,1974,,2531.0417,227.80113
South America,OWID_SAM,1975,,2102.856,229.13478
South America,OWID_SAM,1976,,2088.4177,256.7117
South America,OWID_SAM,1977,,2059.964,276.02597
South America,OWID_SAM,1978,,2062.4429,288.97922
South America,OWID_SAM,1979,,2226.5356,300.43512
South America,OWID_SAM,1980,,2136.1929,323.90515
South America,OWID_SAM,1981,78.990776,2129.2402,332.55704
South America,OWID_SAM,1982,84.954254,2036.8329,361.6873
South America,OWID_SAM,1983,92.43301,2025.0566,396.47827
South America,OWID_SAM,1984,111.87029,2135.776,422.96616
South America,OWID_SAM,1985,131.7563,2126.575,431.69424
South America,OWID_SAM,1986,144.93526,2290.409,470.1853
South America,OWID_SAM,1987,175.64886,2265.7083,467.6257
South America,OWID_SAM,1988,197.12112,2391.0156,503.23453
South America,OWID_SAM,1989,231.80478,2419.7979,526.30664
South America,OWID_SAM,1990,226.00473,2623.5894,547.006
South America,OWID_SAM,1991,228.3483,2771.913,568.58966
South America,OWID_SAM,1992,237.2764,2837.545,571.4468
South America,OWID_SAM,1993,245.40776,2952.8865,605.08777
South America,OWID_SAM,1994,259.69275,3130.1565,642.0299
South America,OWID_SAM,1995,281.3827,3387.4304,705.4345
South America,OWID_SAM,1996,308.43933,3625.7402,777.33887
South America,OWID_SAM,1997,346.5115,3783.9172,782.9854
South America,OWID_SAM,1998,353.58008,4004.8755,832.5737
South America,OWID_SAM,1999,351.29645,3866.6208,827.0387
South America,OWID_SAM,2000,410.80078,3888.4539,872.50543
South America,OWID_SAM,2001,450.29733,3940.319,908.24475
South America,OWID_SAM,2002,419.7448,3880.9075,913.1484
South America,OWID_SAM,2003,491.7714,3843.0835,937.91174
South America,OWID_SAM,2004,534.81213,4139.839,1057.508
South America,OWID_SAM,2005,577.76215,4217.2666,1086.274
South America,OWID_SAM,2006,627.171,4300.9463,1151.7034
South America,OWID_SAM,2007,653.72046,4229.784,1183.5896
South America,OWID_SAM,2008,672.19415,4302.73,1193.5272
South America,OWID_SAM,2009,649.33594,4272.1304,1126.2592
South America,OWID_SAM,2010,652.20416,4289.6763,1190.8202
South America,OWID_SAM,2011,744.1331,4327.5083,1245.2474
South America,OWID_SAM,2012,766.90094,4303.663,1308.6335
South America,OWID_SAM,2013,755.32556,4313.2104,1341.9803
South America,OWID_SAM,2014,790.6104,4470.6104,1372.4249
South America,OWID_SAM,2015,759.9084,4679.2485,1416.3956
South America,OWID_SAM,2016,791.25555,4461.712,1457.5311
South America,OWID_SAM,2017,779.2685,4259.3306,1484.9685
South America,OWID_SAM,2018,748.6102,3895.964,1408.6255
South America,OWID_SAM,2019,744.58826,3741.8594,1365.0314
South America,OWID_SAM,2020,487.6333,3552.9363,1263.113
South America,OWID_SAM,2021,545.5542,3553.8796,1330.754
South America,OWID_SAM,2022,568.88007,3907.5688,1366.5419
South America,OWID_SAM,2023,590.4546,4336.8667,1362.7267
South America,OWID_SAM,2024,495.9776,4598.5747,1383.6866
South America,OWID_SAM,2025,429.46542,5065.916,1386.5372
South Korea,KOR,1981,101.65318,,
South Korea,KOR,1982,102.93759,,
South Korea,KOR,1983,101.632706,,
South Korea,KOR,1984,109.35456,,
South Korea,KOR,1985,115.35704,,
South Korea,KOR,1986,124.10745,,
South Korea,KOR,1987,124.21491,,
South Korea,KOR,1988,124.32237,,
South Korea,KOR,1989,106.361,,
South Korea,KOR,1990,90.10517,,
South Korea,KOR,1991,78.80604,,
South Korea,KOR,1992,62.639763,,
South Korea,KOR,1993,49.231533,,
South Korea,KOR,1994,38.717434,,
South Korea,KOR,1995,29.93562,,
South Korea,KOR,1996,25.911058,,
South Korea,KOR,1997,23.613552,,
South Korea,KOR,1998,22.823294,,
South Korea,KOR,1999,21.964998,,
South Korea,KOR,2000,21.719025,,
South Korea,KOR,2001,19.976269,,
South Korea,KOR,2002,17.364754,,
South Korea,KOR,2003,17.260084,,
South Korea,KOR,2004,16.700098,,
South Korea,KOR,2005,14.821272,,
South Korea,KOR,2006,14.779405,,
South Korea,KOR,2007,15.607344,,
South Korea,KOR,2008,14.996245,,
South Korea,KOR,2009,13.622626,,
South Korea,KOR,2010,11.270167,,
South Korea,KOR,2011,11.270167,,
South Korea,KOR,2012,10.958949,,
South Korea,KOR,2013,9.498802,,
South Korea,KOR,2014,9.148158,,
South Korea,KOR,2015,9.2318945,,
South Korea,KOR,2016,9.033021,,
South Korea,KOR,2017,8.16897,,
South Korea,KOR,2018,6.601188,,
South Korea,KOR,2019,5.9630733,,
South Korea,KOR,2020,5.605509,,
South Korea,KOR,2021,4.939889,,
South Korea,KOR,2022,4.491739,,
South Korea,KOR,2023,3.5380657,,
South Korea,KOR,2024,2.9744074,,
South Korea,KOR,2025,2.3006468,,
South Sudan,SSD,2012,,17.831106,
South Sudan,SSD,2013,,57.131416,
South Sudan,SSD,2014,,88.99592,
South Sudan,SSD,2015,,84.63416,
South Sudan,SSD,2016,,78.520805,
South Sudan,SSD,2017,,84.326416,
South Sudan,SSD,2018,,82.66252,
South Sudan,SSD,2019,,98.25598,
South Sudan,SSD,2020,,94.508026,
South Sudan,SSD,2021,,87.407585,
South Sudan,SSD,2022,,80.80363,
South Sudan,SSD,2023,,84.58163,
South Sudan,SSD,2024,,49.68767,
South Sudan,SSD,2025,,75.98407,
South and Central America (EI),,1965,,2631.623,
South and Central America (EI),,1966,,2603.855,
South and Central America (EI),,1967,,2771.2913,
South and Central America (EI),,1968,,2845.382,
South and Central America (EI),,1969,,2851.0593,
South and Central America (EI),,1970,,2927.9377,186.99683
South and Central America (EI),,1971,,2859.5596,192.09407
South and Central America (EI),,1972,,2724.5808,202.69667
South and Central America (EI),,1973,,2899.4946,231.46017
South and Central America (EI),,1974,,2640.8254,244.91734
South and Central America (EI),,1975,,2230.0789,244.68973
South and Central America (EI),,1976,,2213.989,274.26166
South and Central America (EI),,1977,,2195.1052,296.5679
South and Central America (EI),,1978,,2199.0442,313.43765
South and Central America (EI),,1979,,2354.5408,325.8117
South and Central America (EI),,1980,,2264.7192,352.5416
South and Central America (EI),,1981,78.990776,2243.898,363.98456
South and Central America (EI),,1982,84.95426,2149.1875,399.80844
South and Central America (EI),,1983,92.433014,2130.5247,435.96393
South and Central America (EI),,1984,111.87029,2246.714,464.36707
South and Central America (EI),,1985,131.7563,2240.405,474.16425
South and Central America (EI),,1986,144.93527,2401.5437,513.63495
South and Central America (EI),,1987,175.64886,2367.776,513.76807
South and Central America (EI),,1988,197.12112,2488.7437,556.2944
South and Central America (EI),,1989,231.80478,2516.527,579.603
South and Central America (EI),,1990,226.00471,2721.154,602.24835
South and Central America (EI),,1991,228.3483,2868.786,624.4404
South and Central America (EI),,1992,237.2764,2933.0122,625.3448
South and Central America (EI),,1993,245.40776,3046.0103,665.5974
South and Central America (EI),,1994,259.69275,3229.2788,711.1885
South and Central America (EI),,1995,281.38266,3489.7197,779.6663
South and Central America (EI),,1996,308.43933,3730.5679,861.153
South and Central America (EI),,1997,346.5115,3888.8875,874.0406
South and Central America (EI),,1998,353.58008,4116.0493,924.6806
South and Central America (EI),,1999,351.29642,3984.87,946.3864
South and Central America (EI),,2000,410.80078,4010.4692,1017.1946
South and Central America (EI),,2001,450.29733,4060.466,1061.9297
South and Central America (EI),,2002,419.7448,4024.2664,1092.1747
South and Central America (EI),,2003,491.7714,3991.5676,1196.3357
South and Central America (EI),,2004,534.81213,4274.1094,1350.3158
South and Central America (EI),,2005,577.76215,4358.1787,1393.7888
South and Central America (EI),,2006,627.171,4442.072,1518.065
South and Central America (EI),,2007,653.72046,4359.3125,1572.5289
South and Central America (EI),,2008,672.19415,4429.4185,1578.8629
South and Central America (EI),,2009,649.336,4394.8667,1523.1208
South and Central America (EI),,2010,652.20416,4408.034,1604.231
South and Central America (EI),,2011,744.1331,4440.7593,1640.8215
South and Central America (EI),,2012,766.90094,4407.8228,1702.9031
South and Central America (EI),,2013,755.32556,4414.642,1737.7357
South and Central America (EI),,2014,790.6105,4571.3193,1761.9866
South and Central America (EI),,2015,759.9084,4775.9165,1785.7285
South and Central America (EI),,2016,791.25555,4549.47,1779.6417
South and Central America (EI),,2017,779.2685,4346.7886,1813.045
South and Central America (EI),,2018,748.6102,3976.7607,1757.6368
South and Central America (EI),,2019,744.58826,3818.965,1719.6061
South and Central America (EI),,2020,487.6333,3625.462,1566.1852
South and Central America (EI),,2021,545.5542,3627.8994,1584.7263
South and Central America (EI),,2022,568.8801,3979.5461,1635.0323
South and Central America (EI),,2023,590.4545,4407.6133,1619.0898
South and Central America (EI),,2024,495.9776,4663.677,1633.8768
South and Central America (EI),,2025,429.4654,5129.622,1630.6753
Spain,ESP,1981,140.22293,,
Spain,ESP,1982,150.59692,,
Spain,ESP,1983,152.98091,,
Spain,ESP,1984,151.49219,,
Spain,ESP,1985,150.21309,,
Spain,ESP,1986,153.91144,,
Spain,ESP,1987,133.67526,,
Spain,ESP,1988,126.62745,,
Spain,ESP,1989,135.46616,,
Spain,ESP,1990,132.3843,,
Spain,ESP,1991,121.370705,,
Spain,ESP,1992,123.30123,,
Spain,ESP,1993,121.31246,,
Spain,ESP,1994,114.764915,,
Spain,ESP,1995,113.206436,,
Spain,ESP,1996,111.799164,,
Spain,ESP,1997,112.0201,,
Spain,ESP,1998,107.43784,,
Spain,ESP,1999,99.855225,,
Spain,ESP,2000,97.005806,,
Spain,ESP,2001,91.44677,,
Spain,ESP,2002,89.364914,,
Spain,ESP,2003,83.08475,,
Spain,ESP,2004,80.50286,,
Spain,ESP,2005,77.06032,,
Spain,ESP,2006,72.606026,,
Spain,ESP,2007,68.209915,,
Spain,ESP,2008,50.869614,,
Spain,ESP,2009,44.31232,,
Spain,ESP,2010,38.329483,,
Spain,ESP,2011,30.798552,,
Spain,ESP,2012,28.612782,,
Spain,ESP,2013,20.49784,,
Spain,ESP,2014,18.932415,,
Spain,ESP,2015,14.48957,,
Spain,ESP,2016,7.9762125,,
Spain,ESP,2017,13.116511,,
Spain,ESP,2018,10.267918,,
Spain,ESP,2019,0.6848833,,
Spain,ESP,2020,0.5190886,,
Spain,ESP,2021,0.49378112,,
Spain,ESP,2022,0.38784835,,
Spain,ESP,2023,0.22535194,,
Spain,ESP,2024,0.23895805,,
Spain,ESP,2025,0,,
Sudan,SDN,1993,,1.1457355,
Sudan,SDN,1994,,1.1457355,
Sudan,SDN,1995,,1.1457355,
Sudan,SDN,1996,,2.8721862,
Sudan,SDN,1997,,5.1558094,
Sudan,SDN,1998,,6.874413,
Sudan,SDN,1999,,36.090668,
Sudan,SDN,2000,,102.90004,
Sudan,SDN,2001,,119.73401,
Sudan,SDN,2002,,135.30247,
Sudan,SDN,2003,,150.166,
Sudan,SDN,2004,,167.24008,
Sudan,SDN,2005,,168.24004,
Sudan,SDN,2006,,204.03307,
Sudan,SDN,2007,,276.76138,
Sudan,SDN,2008,,262.48993,
Sudan,SDN,2009,,272.2339,
Sudan,SDN,2010,,264.7055,
Sudan,SDN,2011,,166.70581,
Sudan,SDN,2012,,59.22879,
Sudan,SDN,2013,,67.51441,
Sudan,SDN,2014,,68.51756,
Sudan,SDN,2015,,62.47819,
Sudan,SDN,2016,,48.300407,
Sudan,SDN,2017,,40.10898,
Sudan,SDN,2018,,42.506702,
Sudan,SDN,2019,,41.34276,
Sudan,SDN,2020,,36.40113,
Sudan,SDN,2021,,36.712467,
Sudan,SDN,2022,,35.488037,
Sudan,SDN,2023,,32.91459,
Sudan,SDN,2024,,21.613846,
Sudan,SDN,2025,,14.896444,
Syria,SYR,1968,,12.19484,
Syria,SYR,1969,,30.693363,
Syria,SYR,1970,,49.22521,
Syria,SYR,1971,,61.386726,
Syria,SYR,1972,,67.94268,
Syria,SYR,1973,,64.282326,
Syria,SYR,1974,,74.70649,
Syria,SYR,1975,,111.19105,0
Syria,SYR,1976,,116.722046,0.314
Syria,SYR,1977,,105.978966,0.3495
Syria,SYR,1978,,103.66249,0.337
Syria,SYR,1979,,96.71305,0.3475
Syria,SYR,1980,,91.751656,0.46775
Syria,SYR,1981,,94.975685,0.472
Syria,SYR,1982,,89.76361,0.4925
Syria,SYR,1983,,93.238335,0.7475
Syria,SYR,1984,,94.07448,1.2624999
Syria,SYR,1985,,92.25454,1.5
Syria,SYR,1986,,116.05662,3.79275
Syria,SYR,1987,,133.54651,3.7342498
Syria,SYR,1988,,155.51389,8.833501
Syria,SYR,1989,,196.96133,14.4592495
Syria,SYR,1990,,235.21815,15.92175
Syria,SYR,1991,,272.954,18.583502
Syria,SYR,1992,,298.13672,19.221998
Syria,SYR,1993,,327.12854,19.025
Syria,SYR,1994,,325.47263,20.623
Syria,SYR,1995,,344.38824,26.0055
Syria,SYR,1996,,339.5189,27.7095
Syria,SYR,1997,,333.39658,42.978
Syria,SYR,1998,,332.8291,54.193752
Syria,SYR,1999,,334.38037,53.7225
Syria,SYR,2000,,326.75964,53.7225
Syria,SYR,2001,,347.75262,55.042
Syria,SYR,2002,,380.76596,60.885498
Syria,SYR,2003,,366.92746,64.56125
Syria,SYR,2004,,273.18494,59.377502
Syria,SYR,2005,,251.98462,57.4925
Syria,SYR,2006,,236.34837,58.906246
Syria,SYR,2007,,226.50334,56.550003
Syria,SYR,2008,,228.28531,55.6075
Syria,SYR,2009,,224.76598,61.356747
Syria,SYR,2010,,215.50005,84.2595
Syria,SYR,2011,,197.11723,74.17475
Syria,SYR,2012,,93.95683,60.79125
Syria,SYR,2013,,31.24378,49.9525
Syria,SYR,2014,,16.979202,46.1825
Syria,SYR,2015,,13.930833,40.5275
Syria,SYR,2016,,12.807587,35.34375
Syria,SYR,2017,,12.546561,37.5115
Syria,SYR,2018,,12.223529,32.70475
Syria,SYR,2019,,17.568169,30.442749
Syria,SYR,2020,,22.843412,25.824501
Syria,SYR,2021,,23.058573,39.679253
Syria,SYR,2022,,22.69265,34.40125
Syria,SYR,2023,,22.12631,35.15525
Syria,SYR,2024,,19.277864,35.15525
Syria,SYR,2025,,18.794529,33.09063
Thailand,THA,1981,5.294151,0.7787622,2.7255611
Thailand,THA,1982,6.166187,2.806905,13.891569
Thailand,THA,1983,5.8594704,6.8033895,16.353365
Thailand,THA,1984,7.3388515,12.351028,24.41282
Thailand,THA,1985,17.357018,23.377903,32.09128
Thailand,THA,1986,17.673073,22.965563,37.43983
Thailand,THA,1987,22.56314,21.104242,52.30879
Thailand,THA,1988,23.977057,24.180489,61.9986
Thailand,THA,1989,30.69919,23.819426,61.936176
Thailand,THA,1990,41.606102,28.371239,67.498665
Thailand,THA,1991,48.545338,32.836124,83.651276
Thailand,THA,1992,51.735832,38.406845,89.24366
Thailand,THA,1993,53.94501,39.468914,100.44572
Thailand,THA,1994,60.22411,39.733795,111.035835
Thailand,THA,1995,64.300316,38.619038,117.561066
Thailand,THA,1996,74.10746,43.918797,135.9035
Thailand,THA,1997,80.10027,49.89238,167.30255
Thailand,THA,1998,69.81312,51.891117,181.63666
Thailand,THA,1999,66.26717,56.512978,198.96596
Thailand,THA,2000,60.290333,82.92943,208.95029
Thailand,THA,2001,65.604416,90.50176,203.24478
Thailand,THA,2002,66.16691,99.43188,212.44427
Thailand,THA,2003,61.098713,116.088844,222.17865
Thailand,THA,2004,65.2471,113.605606,231.47572
Thailand,THA,2005,69.57917,138.73035,245.1774
Thailand,THA,2006,62.060894,151.06125,251.70262
Thailand,THA,2007,57.13045,159.3455,269.03192
Thailand,THA,2008,55.74603,168.27225,297.9794
Thailand,THA,2009,54.838264,174.30222,293.89734
Thailand,THA,2010,57.568237,177.12204,337.15103
Thailand,THA,2011,69.68879,183.92621,338.03888
Thailand,THA,2012,55.27612,200.86676,384.49857
Thailand,THA,2013,54.446777,198.8096,389.34747
Thailand,THA,2014,53.64447,196.39471,390.91995
Thailand,THA,2015,44.87676,204.66713,374.77267
Thailand,THA,2016,50.06937,210.82658,372.7371
Thailand,THA,2017,47.74735,204.25745,359.46515
Thailand,THA,2018,43.679813,197.32396,347.28116
Thailand,THA,2019,41.07177,196.86757,357.72687
Thailand,THA,2020,38.171604,176.03465,327.01578
Thailand,THA,2021,40.96881,162.22333,315.2594
Thailand,THA,2022,39.29714,133.536,253.43556
Thailand,THA,2023,36.904957,130.3143,256.71954
Thailand,THA,2024,36.73458,144.10544,285.32764
Thailand,THA,2025,35.894695,155.5866,293.73138
Trinidad and Tobago,TTO,1965,,77.58907,
Trinidad and Tobago,TTO,1966,,87.95666,
Trinidad and Tobago,TTO,1967,,102.93206,
Trinidad and Tobago,TTO,1968,,110.312996,
Trinidad and Tobago,TTO,1969,,90.42838,
Trinidad and Tobago,TTO,1970,,80.63677,17.767576
Trinidad and Tobago,TTO,1971,,74.301025,18.635
Trinidad and Tobago,TTO,1972,,81.43525,19.26075
Trinidad and Tobago,TTO,1973,,95.61217,18.498
Trinidad and Tobago,TTO,1974,,107.70769,16.89975
Trinidad and Tobago,TTO,1975,,124.41102,15.35975
Trinidad and Tobago,TTO,1976,,122.44165,17.28825
Trinidad and Tobago,TTO,1977,,131.89873,20.3215
Trinidad and Tobago,TTO,1978,,132.4747,24.26025
Trinidad and Tobago,TTO,1979,,123.25906,25.0765
Trinidad and Tobago,TTO,1980,,122.44165,28.3325
Trinidad and Tobago,TTO,1981,,108.859634,31.2095
Trinidad and Tobago,TTO,1982,,101.947914,37.931248
Trinidad and Tobago,TTO,1983,,92.15631,39.297253
Trinidad and Tobago,TTO,1984,,98.18435,41.176003
Trinidad and Tobago,TTO,1985,,100.43309,42.152
Trinidad and Tobago,TTO,1986,,96.50558,43.1345
Trinidad and Tobago,TTO,1987,,88.54622,45.6935
Trinidad and Tobago,TTO,1988,,86.58319,52.59425
